买家会员名,宝贝ID,类别,购买次数
661,550715341924,0,1.8
661,36286235128,0,1.7741935483870968
662,39539028043,3,3.12
662,544115759872,3,2.5510204081632653
662,36286235128,3,2.4596774193548385
662,544768785584,3,2.380952380952381
662,35753244214,3,2.3333333333333335
662,549378588703,3,2.1923076923076925
662,549882564050,3,2.12
662,549736062191,3,2.1176470588235294
662,544016559367,3,2.111111111111111
662,537180206236,3,2.1
663,544115359956,3,3.3636363636363638
663,537396783238,3,3.1511627906976742
663,39539028043,3,3.12
663,544115759872,3,2.5510204081632653
663,36286235128,3,2.4596774193548385
663,544768785584,3,2.380952380952381
663,35753244214,3,2.3333333333333335
663,549378588703,3,2.1923076923076925
663,549882564050,3,2.12
663,549736062191,3,2.1176470588235294
664,549736062191,2,4.0
664,544115359956,2,2.4444444444444446
664,544115759872,2,2.0294117647058822
664,540522690300,2,2.0
664,540520509637,2,2.0
664,537396783238,2,1.962962962962963
664,546243180299,2,1.8181818181818181
664,39539028043,2,1.7894736842105263
664,528705813655,2,1.6666666666666667
664,549882564050,2,1.625
665,549882564050,7,2.888888888888889
665,538585695146,7,2.8333333333333335
665,544016559367,7,2.6363636363636362
665,39539028043,7,2.323529411764706
665,545957998521,7,2.085714285714286
665,548547222435,7,1.9333333333333333
665,544115759872,7,1.88
665,544115359956,7,1.875
665,529338111966,7,1.875
665,546243180299,7,1.8333333333333333
666,549882564050,7,2.888888888888889
666,538585695146,7,2.8333333333333335
666,544016559367,7,2.6363636363636362
666,39539028043,7,2.323529411764706
666,545957998521,7,2.085714285714286
666,548547222435,7,1.9333333333333333
666,544115759872,7,1.88
666,529338111966,7,1.875
666,544115359956,7,1.875
666,546243180299,7,1.8333333333333333
667,545957998521,1,7.0
667,544115359956,1,4.0
667,546275765548,1,2.8333333333333335
667,528705813655,1,1.5
667,521019257989,1,1.3333333333333333
667,548547222435,1,1.3333333333333333
667,40400203213,1,1.2727272727272727
667,541592740476,1,1.1428571428571428
667,545602185334,1,1.0
667,530910185416,1,1.0
668,544115359956,3,3.3636363636363638
668,537396783238,3,3.1511627906976742
668,39539028043,3,3.12
668,544115759872,3,2.5510204081632653
668,36286235128,3,2.4596774193548385
668,544768785584,3,2.380952380952381
668,35753244214,3,2.3333333333333335
668,549378588703,3,2.1923076923076925
668,549882564050,3,2.12
668,549736062191,3,2.1176470588235294
669,549882564050,7,2.888888888888889
669,538585695146,7,2.8333333333333335
669,544016559367,7,2.6363636363636362
669,39539028043,7,2.323529411764706
669,545957998521,7,2.085714285714286
669,548547222435,7,1.9333333333333333
669,544115759872,7,1.88
669,529338111966,7,1.875
669,544115359956,7,1.875
669,549378588703,7,1.6774193548387097
670,549882564050,7,2.888888888888889
670,538585695146,7,2.8333333333333335
670,544016559367,7,2.6363636363636362
670,39539028043,7,2.323529411764706
670,545957998521,7,2.085714285714286
670,548547222435,7,1.9333333333333333
670,544115759872,7,1.88
670,544115359956,7,1.875
670,529338111966,7,1.875
670,546243180299,7,1.8333333333333333
671,549882564050,7,2.888888888888889
671,538585695146,7,2.8333333333333335
671,544016559367,7,2.6363636363636362
671,545957998521,7,2.085714285714286
671,548547222435,7,1.9333333333333333
671,544115759872,7,1.88
671,544115359956,7,1.875
671,529338111966,7,1.875
671,546243180299,7,1.8333333333333333
671,549378588703,7,1.6774193548387097
672,549882564050,7,2.888888888888889
672,538585695146,7,2.8333333333333335
672,544016559367,7,2.6363636363636362
672,39539028043,7,2.323529411764706
672,545957998521,7,2.085714285714286
672,544115759872,7,1.88
672,544115359956,7,1.875
672,529338111966,7,1.875
672,546243180299,7,1.8333333333333333
672,549378588703,7,1.6774193548387097
673,549882564050,7,2.888888888888889
673,538585695146,7,2.8333333333333335
673,544016559367,7,2.6363636363636362
673,39539028043,7,2.323529411764706
673,545957998521,7,2.085714285714286
673,548547222435,7,1.9333333333333333
673,544115759872,7,1.88
673,544115359956,7,1.875
673,529338111966,7,1.875
673,546243180299,7,1.8333333333333333
674,549882564050,7,2.888888888888889
674,538585695146,7,2.8333333333333335
674,544016559367,7,2.6363636363636362
674,39539028043,7,2.323529411764706
674,545957998521,7,2.085714285714286
674,548547222435,7,1.9333333333333333
674,544115759872,7,1.88
674,544115359956,7,1.875
674,529338111966,7,1.875
674,546243180299,7,1.8333333333333333
675,549736062191,2,4.0
675,544115359956,2,2.4444444444444446
675,544115759872,2,2.0294117647058822
675,540520509637,2,2.0
675,540522690300,2,2.0
675,537396783238,2,1.962962962962963
675,546243180299,2,1.8181818181818181
675,39539028043,2,1.7894736842105263
675,528705813655,2,1.6666666666666667
675,549882564050,2,1.625
676,549882564050,7,2.888888888888889
676,538585695146,7,2.8333333333333335
676,544016559367,7,2.6363636363636362
676,39539028043,7,2.323529411764706
676,545957998521,7,2.085714285714286
676,548547222435,7,1.9333333333333333
676,544115759872,7,1.88
676,529338111966,7,1.875
676,544115359956,7,1.875
676,546243180299,7,1.8333333333333333
677,39539028043,0,3.4375
677,549378588703,0,2.75
677,544016559367,0,2.6666666666666665
677,545959606207,0,2.0
677,540520509637,0,2.0
677,544768785584,0,1.8571428571428572
677,549736062191,0,1.8333333333333333
677,549882564050,0,1.8333333333333333
677,550715341924,0,1.8
677,36286235128,0,1.7741935483870968
678,549882564050,7,2.888888888888889
678,538585695146,7,2.8333333333333335
678,544016559367,7,2.6363636363636362
678,39539028043,7,2.323529411764706
678,545957998521,7,2.085714285714286
678,548547222435,7,1.9333333333333333
678,544115759872,7,1.88
678,529338111966,7,1.875
678,544115359956,7,1.875
678,546243180299,7,1.8333333333333333
679,549736062191,2,4.0
679,544115759872,2,2.0294117647058822
679,540522690300,2,2.0
679,540520509637,2,2.0
679,537396783238,2,1.962962962962963
679,546243180299,2,1.8181818181818181
679,39539028043,2,1.7894736842105263
679,528705813655,2,1.6666666666666667
679,549882564050,2,1.625
679,549378588703,2,1.5625
680,544016559367,6,4.4
680,545957998521,6,3.0
680,529055709096,6,3.0
680,35798985871,6,3.0
680,42577833473,6,2.6
680,549882564050,6,2.4
680,537396783238,6,2.375
680,36286235128,6,2.2857142857142856
680,35722000205,6,2.125
680,36058620932,6,2.0
681,549882564050,7,2.888888888888889
681,538585695146,7,2.8333333333333335
681,544016559367,7,2.6363636363636362
681,39539028043,7,2.323529411764706
681,548547222435,7,1.9333333333333333
681,544115759872,7,1.88
681,529338111966,7,1.875
681,544115359956,7,1.875
681,546243180299,7,1.8333333333333333
681,549378588703,7,1.6774193548387097
682,549882564050,7,2.888888888888889
682,538585695146,7,2.8333333333333335
682,544016559367,7,2.6363636363636362
682,39539028043,7,2.323529411764706
682,545957998521,7,2.085714285714286
682,548547222435,7,1.9333333333333333
682,544115759872,7,1.88
682,544115359956,7,1.875
682,529338111966,7,1.875
682,546243180299,7,1.8333333333333333
683,549882564050,7,2.888888888888889
683,538585695146,7,2.8333333333333335
683,544016559367,7,2.6363636363636362
683,39539028043,7,2.323529411764706
683,545957998521,7,2.085714285714286
683,548547222435,7,1.9333333333333333
683,544115759872,7,1.88
683,544115359956,7,1.875
683,529338111966,7,1.875
683,546243180299,7,1.8333333333333333
684,549736062191,2,4.0
684,544115359956,2,2.4444444444444446
684,544115759872,2,2.0294117647058822
684,540522690300,2,2.0
684,540520509637,2,2.0
684,537396783238,2,1.962962962962963
684,546243180299,2,1.8181818181818181
684,39539028043,2,1.7894736842105263
684,528705813655,2,1.6666666666666667
684,549882564050,2,1.625
685,39539028043,0,3.4375
685,549378588703,0,2.75
685,544016559367,0,2.6666666666666665
685,545959606207,0,2.0
685,540520509637,0,2.0
685,544768785584,0,1.8571428571428572
685,549882564050,0,1.8333333333333333
685,549736062191,0,1.8333333333333333
685,550715341924,0,1.8
685,36286235128,0,1.7741935483870968
686,549736062191,2,4.0
686,544115359956,2,2.4444444444444446
686,544115759872,2,2.0294117647058822
686,540522690300,2,2.0
686,540520509637,2,2.0
686,537396783238,2,1.962962962962963
686,546243180299,2,1.8181818181818181
686,39539028043,2,1.7894736842105263
686,528705813655,2,1.6666666666666667
686,549882564050,2,1.625
687,549882564050,7,2.888888888888889
687,538585695146,7,2.8333333333333335
687,544016559367,7,2.6363636363636362
687,39539028043,7,2.323529411764706
687,545957998521,7,2.085714285714286
687,548547222435,7,1.9333333333333333
687,544115759872,7,1.88
687,529338111966,7,1.875
687,544115359956,7,1.875
687,546243180299,7,1.8333333333333333
688,549882564050,7,2.888888888888889
688,538585695146,7,2.8333333333333335
688,544016559367,7,2.6363636363636362
688,39539028043,7,2.323529411764706
688,545957998521,7,2.085714285714286
688,548547222435,7,1.9333333333333333
688,544115759872,7,1.88
688,544115359956,7,1.875
688,529338111966,7,1.875
688,546243180299,7,1.8333333333333333
689,545957998521,1,7.0
689,544115359956,1,4.0
689,546275765548,1,2.8333333333333335
689,528705813655,1,1.5
689,521019257989,1,1.3333333333333333
689,548547222435,1,1.3333333333333333
689,40400203213,1,1.2727272727272727
689,541592740476,1,1.1428571428571428
689,545602185334,1,1.0
689,530910185416,1,1.0
690,549882564050,7,2.888888888888889
690,538585695146,7,2.8333333333333335
690,544016559367,7,2.6363636363636362
690,39539028043,7,2.323529411764706
690,545957998521,7,2.085714285714286
690,548547222435,7,1.9333333333333333
690,544115759872,7,1.88
690,529338111966,7,1.875
690,544115359956,7,1.875
690,546243180299,7,1.8333333333333333
691,549882564050,7,2.888888888888889
691,538585695146,7,2.8333333333333335
691,544016559367,7,2.6363636363636362
691,39539028043,7,2.323529411764706
691,545957998521,7,2.085714285714286
691,548547222435,7,1.9333333333333333
691,544115759872,7,1.88
691,529338111966,7,1.875
691,544115359956,7,1.875
691,546243180299,7,1.8333333333333333
692,549882564050,7,2.888888888888889
692,538585695146,7,2.8333333333333335
692,544016559367,7,2.6363636363636362
692,39539028043,7,2.323529411764706
692,545957998521,7,2.085714285714286
692,548547222435,7,1.9333333333333333
692,544115759872,7,1.88
692,529338111966,7,1.875
692,544115359956,7,1.875
692,546243180299,7,1.8333333333333333
693,549882564050,7,2.888888888888889
693,538585695146,7,2.8333333333333335
693,544016559367,7,2.6363636363636362
693,39539028043,7,2.323529411764706
693,545957998521,7,2.085714285714286
693,548547222435,7,1.9333333333333333
693,544115759872,7,1.88
693,529338111966,7,1.875
693,544115359956,7,1.875
693,546243180299,7,1.8333333333333333
694,544115359956,3,3.3636363636363638
694,537396783238,3,3.1511627906976742
694,39539028043,3,3.12
694,544115759872,3,2.5510204081632653
694,36286235128,3,2.4596774193548385
694,544768785584,3,2.380952380952381
694,35753244214,3,2.3333333333333335
694,549378588703,3,2.1923076923076925
694,549882564050,3,2.12
694,549736062191,3,2.1176470588235294
695,549882564050,7,2.888888888888889
695,538585695146,7,2.8333333333333335
695,544016559367,7,2.6363636363636362
695,39539028043,7,2.323529411764706
695,545957998521,7,2.085714285714286
695,548547222435,7,1.9333333333333333
695,544115359956,7,1.875
695,529338111966,7,1.875
695,546243180299,7,1.8333333333333333
695,549378588703,7,1.6774193548387097
696,549882564050,7,2.888888888888889
696,538585695146,7,2.8333333333333335
696,544016559367,7,2.6363636363636362
696,39539028043,7,2.323529411764706
696,545957998521,7,2.085714285714286
696,548547222435,7,1.9333333333333333
696,544115759872,7,1.88
696,544115359956,7,1.875
696,529338111966,7,1.875
696,546243180299,7,1.8333333333333333
697,549882564050,7,2.888888888888889
697,538585695146,7,2.8333333333333335
697,544016559367,7,2.6363636363636362
697,39539028043,7,2.323529411764706
697,545957998521,7,2.085714285714286
697,548547222435,7,1.9333333333333333
697,544115759872,7,1.88
697,529338111966,7,1.875
697,544115359956,7,1.875
697,546243180299,7,1.8333333333333333
698,549882564050,7,2.888888888888889
698,538585695146,7,2.8333333333333335
698,544016559367,7,2.6363636363636362
698,39539028043,7,2.323529411764706
698,545957998521,7,2.085714285714286
698,548547222435,7,1.9333333333333333
698,544115759872,7,1.88
698,529338111966,7,1.875
698,544115359956,7,1.875
698,546243180299,7,1.8333333333333333
699,549882564050,7,2.888888888888889
699,538585695146,7,2.8333333333333335
699,544016559367,7,2.6363636363636362
699,39539028043,7,2.323529411764706
699,545957998521,7,2.085714285714286
699,548547222435,7,1.9333333333333333
699,544115759872,7,1.88
699,544115359956,7,1.875
699,529338111966,7,1.875
699,546243180299,7,1.8333333333333333
700,549882564050,7,2.888888888888889
700,538585695146,7,2.8333333333333335
700,544016559367,7,2.6363636363636362
700,39539028043,7,2.323529411764706
700,545957998521,7,2.085714285714286
700,548547222435,7,1.9333333333333333
700,544115359956,7,1.875
700,529338111966,7,1.875
700,546243180299,7,1.8333333333333333
700,549378588703,7,1.6774193548387097
701,549882564050,7,2.888888888888889
701,538585695146,7,2.8333333333333335
701,544016559367,7,2.6363636363636362
701,545957998521,7,2.085714285714286
701,548547222435,7,1.9333333333333333
701,544115759872,7,1.88
701,529338111966,7,1.875
701,544115359956,7,1.875
701,546243180299,7,1.8333333333333333
701,549378588703,7,1.6774193548387097
702,549882564050,7,2.888888888888889
702,538585695146,7,2.8333333333333335
702,544016559367,7,2.6363636363636362
702,39539028043,7,2.323529411764706
702,545957998521,7,2.085714285714286
702,548547222435,7,1.9333333333333333
702,544115759872,7,1.88
702,544115359956,7,1.875
702,529338111966,7,1.875
702,546243180299,7,1.8333333333333333
703,549882564050,7,2.888888888888889
703,538585695146,7,2.8333333333333335
703,544016559367,7,2.6363636363636362
703,39539028043,7,2.323529411764706
703,545957998521,7,2.085714285714286
703,548547222435,7,1.9333333333333333
703,544115759872,7,1.88
703,529338111966,7,1.875
703,544115359956,7,1.875
703,546243180299,7,1.8333333333333333
704,544115359956,3,3.3636363636363638
704,39539028043,3,3.12
704,36286235128,3,2.4596774193548385
704,544768785584,3,2.380952380952381
704,35753244214,3,2.3333333333333335
704,549378588703,3,2.1923076923076925
704,549882564050,3,2.12
704,549736062191,3,2.1176470588235294
704,544016559367,3,2.111111111111111
704,42577833473,3,2.1025641025641026
705,538585695146,7,2.8333333333333335
705,544016559367,7,2.6363636363636362
705,39539028043,7,2.323529411764706
705,545957998521,7,2.085714285714286
705,548547222435,7,1.9333333333333333
705,544115759872,7,1.88
705,529338111966,7,1.875
705,544115359956,7,1.875
705,546243180299,7,1.8333333333333333
705,549378588703,7,1.6774193548387097
706,549882564050,7,2.888888888888889
706,538585695146,7,2.8333333333333335
706,544016559367,7,2.6363636363636362
706,39539028043,7,2.323529411764706
706,545957998521,7,2.085714285714286
706,548547222435,7,1.9333333333333333
706,544115759872,7,1.88
706,529338111966,7,1.875
706,544115359956,7,1.875
706,546243180299,7,1.8333333333333333
707,544115359956,3,3.3636363636363638
707,537396783238,3,3.1511627906976742
707,39539028043,3,3.12
707,544115759872,3,2.5510204081632653
707,36286235128,3,2.4596774193548385
707,544768785584,3,2.380952380952381
707,35753244214,3,2.3333333333333335
707,549378588703,3,2.1923076923076925
707,549882564050,3,2.12
707,549736062191,3,2.1176470588235294
708,549882564050,7,2.888888888888889
708,538585695146,7,2.8333333333333335
708,544016559367,7,2.6363636363636362
708,39539028043,7,2.323529411764706
708,545957998521,7,2.085714285714286
708,548547222435,7,1.9333333333333333
708,544115759872,7,1.88
708,529338111966,7,1.875
708,544115359956,7,1.875
708,546243180299,7,1.8333333333333333
709,549882564050,7,2.888888888888889
709,538585695146,7,2.8333333333333335
709,544016559367,7,2.6363636363636362
709,39539028043,7,2.323529411764706
709,545957998521,7,2.085714285714286
709,548547222435,7,1.9333333333333333
709,544115759872,7,1.88
709,529338111966,7,1.875
709,544115359956,7,1.875
709,546243180299,7,1.8333333333333333
710,549736062191,2,4.0
710,544115359956,2,2.4444444444444446
710,544115759872,2,2.0294117647058822
710,540522690300,2,2.0
710,540520509637,2,2.0
710,537396783238,2,1.962962962962963
710,546243180299,2,1.8181818181818181
710,39539028043,2,1.7894736842105263
710,528705813655,2,1.6666666666666667
710,549882564050,2,1.625
711,549882564050,7,2.888888888888889
711,538585695146,7,2.8333333333333335
711,544016559367,7,2.6363636363636362
711,39539028043,7,2.323529411764706
711,545957998521,7,2.085714285714286
711,548547222435,7,1.9333333333333333
711,544115759872,7,1.88
711,529338111966,7,1.875
711,544115359956,7,1.875
711,546243180299,7,1.8333333333333333
712,39539028043,5,7.0
712,36286235128,5,2.7142857142857144
712,541592740476,5,2.0
712,539677826038,5,2.0
712,537396783238,5,2.0
712,536083448292,5,1.8
712,520310825412,5,1.6666666666666667
712,549378588703,5,1.6666666666666667
712,533204346200,5,1.5
712,549882564050,5,1.5
713,549882564050,7,2.888888888888889
713,538585695146,7,2.8333333333333335
713,544016559367,7,2.6363636363636362
713,39539028043,7,2.323529411764706
713,545957998521,7,2.085714285714286
713,548547222435,7,1.9333333333333333
713,544115759872,7,1.88
713,544115359956,7,1.875
713,529338111966,7,1.875
713,546243180299,7,1.8333333333333333
714,39539028043,0,3.4375
714,549378588703,0,2.75
714,544016559367,0,2.6666666666666665
714,540520509637,0,2.0
714,545959606207,0,2.0
714,544768785584,0,1.8571428571428572
714,549736062191,0,1.8333333333333333
714,550715341924,0,1.8
714,36286235128,0,1.7741935483870968
714,531877266868,0,1.6956521739130435
715,545957998521,1,7.0
715,544115359956,1,4.0
715,546275765548,1,2.8333333333333335
715,528705813655,1,1.5
715,548547222435,1,1.3333333333333333
715,521019257989,1,1.3333333333333333
715,541592740476,1,1.1428571428571428
715,547812750733,1,1.0
715,529405509010,1,1.0
715,545538490326,1,1.0
716,549882564050,7,2.888888888888889
716,538585695146,7,2.8333333333333335
716,544016559367,7,2.6363636363636362
716,39539028043,7,2.323529411764706
716,545957998521,7,2.085714285714286
716,548547222435,7,1.9333333333333333
716,544115759872,7,1.88
716,529338111966,7,1.875
716,544115359956,7,1.875
716,546243180299,7,1.8333333333333333
717,549882564050,7,2.888888888888889
717,538585695146,7,2.8333333333333335
717,544016559367,7,2.6363636363636362
717,39539028043,7,2.323529411764706
717,545957998521,7,2.085714285714286
717,548547222435,7,1.9333333333333333
717,544115759872,7,1.88
717,529338111966,7,1.875
717,544115359956,7,1.875
717,546243180299,7,1.8333333333333333
718,549882564050,7,2.888888888888889
718,538585695146,7,2.8333333333333335
718,544016559367,7,2.6363636363636362
718,39539028043,7,2.323529411764706
718,545957998521,7,2.085714285714286
718,548547222435,7,1.9333333333333333
718,544115759872,7,1.88
718,529338111966,7,1.875
718,544115359956,7,1.875
718,546243180299,7,1.8333333333333333
719,39539028043,0,3.4375
719,549378588703,0,2.75
719,544016559367,0,2.6666666666666665
719,545959606207,0,2.0
719,540520509637,0,2.0
719,544768785584,0,1.8571428571428572
719,549882564050,0,1.8333333333333333
719,549736062191,0,1.8333333333333333
719,550715341924,0,1.8
719,36286235128,0,1.7741935483870968
720,549882564050,7,2.888888888888889
720,538585695146,7,2.8333333333333335
720,544016559367,7,2.6363636363636362
720,39539028043,7,2.323529411764706
720,545957998521,7,2.085714285714286
720,548547222435,7,1.9333333333333333
720,544115759872,7,1.88
720,544115359956,7,1.875
720,529338111966,7,1.875
720,546243180299,7,1.8333333333333333
721,549882564050,7,2.888888888888889
721,538585695146,7,2.8333333333333335
721,544016559367,7,2.6363636363636362
721,39539028043,7,2.323529411764706
721,545957998521,7,2.085714285714286
721,548547222435,7,1.9333333333333333
721,544115759872,7,1.88
721,544115359956,7,1.875
721,529338111966,7,1.875
721,546243180299,7,1.8333333333333333
722,544115359956,3,3.3636363636363638
722,39539028043,3,3.12
722,544115759872,3,2.5510204081632653
722,36286235128,3,2.4596774193548385
722,544768785584,3,2.380952380952381
722,35753244214,3,2.3333333333333335
722,549378588703,3,2.1923076923076925
722,549882564050,3,2.12
722,544016559367,3,2.111111111111111
722,42577833473,3,2.1025641025641026
723,544115359956,3,3.3636363636363638
723,537396783238,3,3.1511627906976742
723,39539028043,3,3.12
723,544115759872,3,2.5510204081632653
723,36286235128,3,2.4596774193548385
723,544768785584,3,2.380952380952381
723,35753244214,3,2.3333333333333335
723,549378588703,3,2.1923076923076925
723,549882564050,3,2.12
723,549736062191,3,2.1176470588235294
724,549882564050,7,2.888888888888889
724,538585695146,7,2.8333333333333335
724,544016559367,7,2.6363636363636362
724,39539028043,7,2.323529411764706
724,545957998521,7,2.085714285714286
724,548547222435,7,1.9333333333333333
724,544115759872,7,1.88
724,544115359956,7,1.875
724,529338111966,7,1.875
724,546243180299,7,1.8333333333333333
725,544115359956,3,3.3636363636363638
725,39539028043,3,3.12
725,544115759872,3,2.5510204081632653
725,36286235128,3,2.4596774193548385
725,544768785584,3,2.380952380952381
725,35753244214,3,2.3333333333333335
725,549378588703,3,2.1923076923076925
725,549882564050,3,2.12
725,549736062191,3,2.1176470588235294
725,544016559367,3,2.111111111111111
726,549882564050,7,2.888888888888889
726,538585695146,7,2.8333333333333335
726,544016559367,7,2.6363636363636362
726,39539028043,7,2.323529411764706
726,545957998521,7,2.085714285714286
726,548547222435,7,1.9333333333333333
726,544115759872,7,1.88
726,529338111966,7,1.875
726,544115359956,7,1.875
726,546243180299,7,1.8333333333333333
727,549882564050,7,2.888888888888889
727,538585695146,7,2.8333333333333335
727,544016559367,7,2.6363636363636362
727,39539028043,7,2.323529411764706
727,545957998521,7,2.085714285714286
727,548547222435,7,1.9333333333333333
727,544115759872,7,1.88
727,544115359956,7,1.875
727,529338111966,7,1.875
727,546243180299,7,1.8333333333333333
728,549736062191,2,4.0
728,544115359956,2,2.4444444444444446
728,544115759872,2,2.0294117647058822
728,540522690300,2,2.0
728,540520509637,2,2.0
728,537396783238,2,1.962962962962963
728,546243180299,2,1.8181818181818181
728,39539028043,2,1.7894736842105263
728,528705813655,2,1.6666666666666667
728,549882564050,2,1.625
729,549736062191,2,4.0
729,544115359956,2,2.4444444444444446
729,544115759872,2,2.0294117647058822
729,540522690300,2,2.0
729,540520509637,2,2.0
729,537396783238,2,1.962962962962963
729,546243180299,2,1.8181818181818181
729,39539028043,2,1.7894736842105263
729,528705813655,2,1.6666666666666667
729,549882564050,2,1.625
732,549882564050,7,2.888888888888889
732,538585695146,7,2.8333333333333335
732,544016559367,7,2.6363636363636362
732,39539028043,7,2.323529411764706
732,545957998521,7,2.085714285714286
732,548547222435,7,1.9333333333333333
732,544115759872,7,1.88
732,529338111966,7,1.875
732,544115359956,7,1.875
732,546243180299,7,1.8333333333333333
733,549882564050,7,2.888888888888889
733,538585695146,7,2.8333333333333335
733,544016559367,7,2.6363636363636362
733,39539028043,7,2.323529411764706
733,545957998521,7,2.085714285714286
733,548547222435,7,1.9333333333333333
733,544115759872,7,1.88
733,529338111966,7,1.875
733,544115359956,7,1.875
733,546243180299,7,1.8333333333333333
734,549882564050,7,2.888888888888889
734,538585695146,7,2.8333333333333335
734,544016559367,7,2.6363636363636362
734,39539028043,7,2.323529411764706
734,545957998521,7,2.085714285714286
734,548547222435,7,1.9333333333333333
734,544115759872,7,1.88
734,544115359956,7,1.875
734,529338111966,7,1.875
734,546243180299,7,1.8333333333333333
735,549882564050,7,2.888888888888889
735,538585695146,7,2.8333333333333335
735,544016559367,7,2.6363636363636362
735,39539028043,7,2.323529411764706
735,545957998521,7,2.085714285714286
735,544115759872,7,1.88
735,544115359956,7,1.875
735,529338111966,7,1.875
735,546243180299,7,1.8333333333333333
735,549378588703,7,1.6774193548387097
736,549882564050,7,2.888888888888889
736,538585695146,7,2.8333333333333335
736,544016559367,7,2.6363636363636362
736,545957998521,7,2.085714285714286
736,548547222435,7,1.9333333333333333
736,544115759872,7,1.88
736,544115359956,7,1.875
736,529338111966,7,1.875
736,546243180299,7,1.8333333333333333
736,549378588703,7,1.6774193548387097
737,549882564050,7,2.888888888888889
737,538585695146,7,2.8333333333333335
737,544016559367,7,2.6363636363636362
737,39539028043,7,2.323529411764706
737,545957998521,7,2.085714285714286
737,548547222435,7,1.9333333333333333
737,544115759872,7,1.88
737,529338111966,7,1.875
737,544115359956,7,1.875
737,546243180299,7,1.8333333333333333
738,549882564050,7,2.888888888888889
738,538585695146,7,2.8333333333333335
738,544016559367,7,2.6363636363636362
738,39539028043,7,2.323529411764706
738,545957998521,7,2.085714285714286
738,548547222435,7,1.9333333333333333
738,544115759872,7,1.88
738,544115359956,7,1.875
738,529338111966,7,1.875
738,546243180299,7,1.8333333333333333
739,549882564050,7,2.888888888888889
739,538585695146,7,2.8333333333333335
739,544016559367,7,2.6363636363636362
739,39539028043,7,2.323529411764706
739,545957998521,7,2.085714285714286
739,548547222435,7,1.9333333333333333
739,544115759872,7,1.88
739,544115359956,7,1.875
739,529338111966,7,1.875
739,546243180299,7,1.8333333333333333
740,549882564050,7,2.888888888888889
740,538585695146,7,2.8333333333333335
740,544016559367,7,2.6363636363636362
740,39539028043,7,2.323529411764706
740,545957998521,7,2.085714285714286
740,548547222435,7,1.9333333333333333
740,544115759872,7,1.88
740,529338111966,7,1.875
740,544115359956,7,1.875
740,546243180299,7,1.8333333333333333
741,549882564050,7,2.888888888888889
741,538585695146,7,2.8333333333333335
741,544016559367,7,2.6363636363636362
741,39539028043,7,2.323529411764706
741,545957998521,7,2.085714285714286
741,548547222435,7,1.9333333333333333
741,544115759872,7,1.88
741,529338111966,7,1.875
741,544115359956,7,1.875
741,546243180299,7,1.8333333333333333
742,549882564050,7,2.888888888888889
742,538585695146,7,2.8333333333333335
742,544016559367,7,2.6363636363636362
742,39539028043,7,2.323529411764706
742,545957998521,7,2.085714285714286
742,548547222435,7,1.9333333333333333
742,544115759872,7,1.88
742,544115359956,7,1.875
742,529338111966,7,1.875
742,546243180299,7,1.8333333333333333
743,549882564050,7,2.888888888888889
743,538585695146,7,2.8333333333333335
743,544016559367,7,2.6363636363636362
743,39539028043,7,2.323529411764706
743,545957998521,7,2.085714285714286
743,548547222435,7,1.9333333333333333
743,544115759872,7,1.88
743,544115359956,7,1.875
743,529338111966,7,1.875
743,546243180299,7,1.8333333333333333
744,549882564050,7,2.888888888888889
744,538585695146,7,2.8333333333333335
744,544016559367,7,2.6363636363636362
744,39539028043,7,2.323529411764706
744,545957998521,7,2.085714285714286
744,548547222435,7,1.9333333333333333
744,544115759872,7,1.88
744,544115359956,7,1.875
744,529338111966,7,1.875
744,546243180299,7,1.8333333333333333
745,549882564050,7,2.888888888888889
745,538585695146,7,2.8333333333333335
745,544016559367,7,2.6363636363636362
745,39539028043,7,2.323529411764706
745,545957998521,7,2.085714285714286
745,548547222435,7,1.9333333333333333
745,544115759872,7,1.88
745,529338111966,7,1.875
745,544115359956,7,1.875
745,546243180299,7,1.8333333333333333
746,544115359956,3,3.3636363636363638
746,537396783238,3,3.1511627906976742
746,36286235128,3,2.4596774193548385
746,544768785584,3,2.380952380952381
746,35753244214,3,2.3333333333333335
746,549378588703,3,2.1923076923076925
746,549882564050,3,2.12
746,549736062191,3,2.1176470588235294
746,544016559367,3,2.111111111111111
746,42577833473,3,2.1025641025641026
747,549882564050,7,2.888888888888889
747,538585695146,7,2.8333333333333335
747,544016559367,7,2.6363636363636362
747,39539028043,7,2.323529411764706
747,545957998521,7,2.085714285714286
747,548547222435,7,1.9333333333333333
747,544115759872,7,1.88
747,544115359956,7,1.875
747,529338111966,7,1.875
747,546243180299,7,1.8333333333333333
748,544115359956,3,3.3636363636363638
748,537396783238,3,3.1511627906976742
748,39539028043,3,3.12
748,544115759872,3,2.5510204081632653
748,544768785584,3,2.380952380952381
748,35753244214,3,2.3333333333333335
748,549378588703,3,2.1923076923076925
748,549882564050,3,2.12
748,549736062191,3,2.1176470588235294
748,544016559367,3,2.111111111111111
749,549882564050,7,2.888888888888889
749,538585695146,7,2.8333333333333335
749,544016559367,7,2.6363636363636362
749,39539028043,7,2.323529411764706
749,545957998521,7,2.085714285714286
749,548547222435,7,1.9333333333333333
749,544115759872,7,1.88
749,544115359956,7,1.875
749,529338111966,7,1.875
749,546243180299,7,1.8333333333333333
750,549882564050,7,2.888888888888889
750,538585695146,7,2.8333333333333335
