买家会员名,宝贝ID,类别,购买次数
47,544115359956,7,1.875
47,546243180299,7,1.8333333333333333
48,544115359956,3,3.3636363636363638
48,39539028043,3,3.12
48,544115759872,3,2.5510204081632653
48,36286235128,3,2.4596774193548385
48,544768785584,3,2.380952380952381
48,35753244214,3,2.3333333333333335
48,549378588703,3,2.1923076923076925
48,549882564050,3,2.12
48,549736062191,3,2.1176470588235294
48,544016559367,3,2.111111111111111
49,39539028043,0,3.4375
49,549378588703,0,2.75
49,544016559367,0,2.6666666666666665
49,545959606207,0,2.0
49,540520509637,0,2.0
49,544768785584,0,1.8571428571428572
49,549736062191,0,1.8333333333333333
49,549882564050,0,1.8333333333333333
49,550715341924,0,1.8
49,36286235128,0,1.7741935483870968
50,544016559367,4,5.714285714285714
50,39539028043,4,4.0
50,545974803385,4,4.0
50,538585695146,4,3.6666666666666665
50,541254875522,4,3.4
50,36353085367,4,3.2666666666666666
50,544115759872,4,3.130434782608696
50,521826021046,4,3.0
50,544115359956,4,3.0
50,540662291619,4,2.7
51,544016559367,4,5.714285714285714
51,36286235128,4,4.178571428571429
51,537396783238,4,4.15625
51,545974803385,4,4.0
51,39539028043,4,4.0
51,538585695146,4,3.6666666666666665
51,544768785584,4,3.4285714285714284
51,541254875522,4,3.4
51,36353085367,4,3.2666666666666666
51,549736062191,4,3.1666666666666665
52,549882564050,7,2.888888888888889
52,538585695146,7,2.8333333333333335
52,544016559367,7,2.6363636363636362
52,39539028043,7,2.323529411764706
52,545957998521,7,2.085714285714286
52,548547222435,7,1.9333333333333333
52,544115759872,7,1.88
52,529338111966,7,1.875
52,544115359956,7,1.875
52,546243180299,7,1.8333333333333333
53,549882564050,7,2.888888888888889
53,538585695146,7,2.8333333333333335
53,544016559367,7,2.6363636363636362
53,39539028043,7,2.323529411764706
53,545957998521,7,2.085714285714286
53,548547222435,7,1.9333333333333333
53,544115759872,7,1.88
53,529338111966,7,1.875
53,544115359956,7,1.875
53,546243180299,7,1.8333333333333333
54,545957998521,1,7.0
54,544115359956,1,4.0
54,546275765548,1,2.8333333333333335
54,528705813655,1,1.5
54,521019257989,1,1.3333333333333333
54,40400203213,1,1.2727272727272727
54,541592740476,1,1.1428571428571428
54,529405509010,1,1.0
54,533204346200,1,1.0
54,545538490326,1,1.0
55,39539028043,5,7.0
55,36286235128,5,2.7142857142857144
55,544115759872,5,2.125
55,539677826038,5,2.0
55,541592740476,5,2.0
55,537396783238,5,2.0
55,536083448292,5,1.8
55,531145857565,5,1.6666666666666667
55,520310825412,5,1.6666666666666667
55,549378588703,5,1.6666666666666667
56,549882564050,7,2.888888888888889
56,538585695146,7,2.8333333333333335
56,544016559367,7,2.6363636363636362
56,39539028043,7,2.323529411764706
56,545957998521,7,2.085714285714286
56,548547222435,7,1.9333333333333333
56,544115759872,7,1.88
56,544115359956,7,1.875
56,529338111966,7,1.875
56,546243180299,7,1.8333333333333333
57,549882564050,7,2.888888888888889
57,538585695146,7,2.8333333333333335
57,544016559367,7,2.6363636363636362
57,39539028043,7,2.323529411764706
57,545957998521,7,2.085714285714286
57,548547222435,7,1.9333333333333333
57,544115759872,7,1.88
57,529338111966,7,1.875
57,544115359956,7,1.875
57,546243180299,7,1.8333333333333333
58,549882564050,7,2.888888888888889
58,538585695146,7,2.8333333333333335
58,544016559367,7,2.6363636363636362
58,39539028043,7,2.323529411764706
58,545957998521,7,2.085714285714286
58,548547222435,7,1.9333333333333333
58,544115759872,7,1.88
58,529338111966,7,1.875
58,544115359956,7,1.875
58,546243180299,7,1.8333333333333333
59,544115359956,3,3.3636363636363638
59,537396783238,3,3.1511627906976742
59,39539028043,3,3.12
59,544115759872,3,2.5510204081632653
59,36286235128,3,2.4596774193548385
59,544768785584,3,2.380952380952381
59,35753244214,3,2.3333333333333335
59,549378588703,3,2.1923076923076925
59,549882564050,3,2.12
59,549736062191,3,2.1176470588235294
60,549882564050,7,2.888888888888889
60,538585695146,7,2.8333333333333335
60,544016559367,7,2.6363636363636362
60,39539028043,7,2.323529411764706
60,545957998521,7,2.085714285714286
60,548547222435,7,1.9333333333333333
60,544115759872,7,1.88
60,544115359956,7,1.875
60,529338111966,7,1.875
60,546243180299,7,1.8333333333333333
61,549736062191,2,4.0
61,544115359956,2,2.4444444444444446
61,544115759872,2,2.0294117647058822
61,540520509637,2,2.0
61,540522690300,2,2.0
61,537396783238,2,1.962962962962963
61,546243180299,2,1.8181818181818181
61,39539028043,2,1.7894736842105263
61,528705813655,2,1.6666666666666667
61,549882564050,2,1.625
62,549736062191,2,4.0
62,544115359956,2,2.4444444444444446
62,540522690300,2,2.0
62,540520509637,2,2.0
62,537396783238,2,1.962962962962963
62,546243180299,2,1.8181818181818181
62,39539028043,2,1.7894736842105263
62,528705813655,2,1.6666666666666667
62,549882564050,2,1.625
62,549378588703,2,1.5625
63,549882564050,7,2.888888888888889
63,538585695146,7,2.8333333333333335
63,544016559367,7,2.6363636363636362
63,39539028043,7,2.323529411764706
63,545957998521,7,2.085714285714286
63,548547222435,7,1.9333333333333333
63,544115759872,7,1.88
63,529338111966,7,1.875
63,544115359956,7,1.875
63,546243180299,7,1.8333333333333333
64,549882564050,7,2.888888888888889
64,538585695146,7,2.8333333333333335
64,544016559367,7,2.6363636363636362
64,39539028043,7,2.323529411764706
64,545957998521,7,2.085714285714286
64,548547222435,7,1.9333333333333333
64,544115759872,7,1.88
64,544115359956,7,1.875
64,529338111966,7,1.875
64,546243180299,7,1.8333333333333333
65,549882564050,7,2.888888888888889
65,538585695146,7,2.8333333333333335
65,544016559367,7,2.6363636363636362
65,39539028043,7,2.323529411764706
65,545957998521,7,2.085714285714286
65,548547222435,7,1.9333333333333333
65,544115759872,7,1.88
65,529338111966,7,1.875
65,544115359956,7,1.875
65,546243180299,7,1.8333333333333333
66,549882564050,7,2.888888888888889
66,538585695146,7,2.8333333333333335
66,544016559367,7,2.6363636363636362
66,39539028043,7,2.323529411764706
66,545957998521,7,2.085714285714286
66,548547222435,7,1.9333333333333333
66,544115759872,7,1.88
66,544115359956,7,1.875
66,529338111966,7,1.875
66,546243180299,7,1.8333333333333333
67,549882564050,7,2.888888888888889
67,538585695146,7,2.8333333333333335
67,544016559367,7,2.6363636363636362
67,39539028043,7,2.323529411764706
67,545957998521,7,2.085714285714286
67,548547222435,7,1.9333333333333333
67,544115759872,7,1.88
67,529338111966,7,1.875
67,544115359956,7,1.875
67,546243180299,7,1.8333333333333333
68,549736062191,2,4.0
68,544115359956,2,2.4444444444444446
68,544115759872,2,2.0294117647058822
68,540522690300,2,2.0
68,540520509637,2,2.0
68,537396783238,2,1.962962962962963
68,546243180299,2,1.8181818181818181
68,39539028043,2,1.7894736842105263
68,528705813655,2,1.6666666666666667
68,549882564050,2,1.625
69,39539028043,0,3.4375
69,549378588703,0,2.75
69,544016559367,0,2.6666666666666665
69,540520509637,0,2.0
69,545959606207,0,2.0
69,544768785584,0,1.8571428571428572
69,549736062191,0,1.8333333333333333
69,549882564050,0,1.8333333333333333
69,550715341924,0,1.8
69,36286235128,0,1.7741935483870968
70,549736062191,2,4.0
70,544115359956,2,2.4444444444444446
70,544115759872,2,2.0294117647058822
70,540520509637,2,2.0
70,540522690300,2,2.0
70,537396783238,2,1.962962962962963
70,546243180299,2,1.8181818181818181
70,528705813655,2,1.6666666666666667
70,549882564050,2,1.625
70,36286235128,2,1.5192307692307692
72,549882564050,7,2.888888888888889
72,538585695146,7,2.8333333333333335
72,544016559367,7,2.6363636363636362
72,39539028043,7,2.323529411764706
72,545957998521,7,2.085714285714286
72,548547222435,7,1.9333333333333333
72,544115759872,7,1.88
72,544115359956,7,1.875
72,529338111966,7,1.875
72,546243180299,7,1.8333333333333333
73,549736062191,2,4.0
73,544115359956,2,2.4444444444444446
73,544115759872,2,2.0294117647058822
73,540522690300,2,2.0
73,540520509637,2,2.0
73,537396783238,2,1.962962962962963
73,546243180299,2,1.8181818181818181
73,39539028043,2,1.7894736842105263
73,528705813655,2,1.6666666666666667
73,549882564050,2,1.625
74,549882564050,7,2.888888888888889
74,538585695146,7,2.8333333333333335
74,544016559367,7,2.6363636363636362
74,39539028043,7,2.323529411764706
74,545957998521,7,2.085714285714286
74,548547222435,7,1.9333333333333333
74,544115759872,7,1.88
74,544115359956,7,1.875
74,529338111966,7,1.875
74,546243180299,7,1.8333333333333333
75,549882564050,7,2.888888888888889
75,538585695146,7,2.8333333333333335
75,544016559367,7,2.6363636363636362
75,39539028043,7,2.323529411764706
75,545957998521,7,2.085714285714286
75,548547222435,7,1.9333333333333333
75,544115759872,7,1.88
75,544115359956,7,1.875
75,529338111966,7,1.875
75,546243180299,7,1.8333333333333333
76,549736062191,2,4.0
76,544115359956,2,2.4444444444444446
76,544115759872,2,2.0294117647058822
76,540520509637,2,2.0
76,540522690300,2,2.0
76,537396783238,2,1.962962962962963
76,546243180299,2,1.8181818181818181
76,39539028043,2,1.7894736842105263
76,528705813655,2,1.6666666666666667
76,549882564050,2,1.625
77,549882564050,7,2.888888888888889
77,538585695146,7,2.8333333333333335
77,544016559367,7,2.6363636363636362
77,545957998521,7,2.085714285714286
77,548547222435,7,1.9333333333333333
77,544115759872,7,1.88
77,544115359956,7,1.875
77,529338111966,7,1.875
77,546243180299,7,1.8333333333333333
77,549378588703,7,1.6774193548387097
78,544115359956,3,3.3636363636363638
78,537396783238,3,3.1511627906976742
78,39539028043,3,3.12
78,544115759872,3,2.5510204081632653
78,544768785584,3,2.380952380952381
78,35753244214,3,2.3333333333333335
78,549378588703,3,2.1923076923076925
78,549882564050,3,2.12
78,549736062191,3,2.1176470588235294
78,544016559367,3,2.111111111111111
79,549882564050,7,2.888888888888889
79,538585695146,7,2.8333333333333335
79,544016559367,7,2.6363636363636362
79,39539028043,7,2.323529411764706
79,545957998521,7,2.085714285714286
79,548547222435,7,1.9333333333333333
79,544115759872,7,1.88
79,529338111966,7,1.875
79,544115359956,7,1.875
79,546243180299,7,1.8333333333333333
80,544115359956,3,3.3636363636363638
80,537396783238,3,3.1511627906976742
80,39539028043,3,3.12
80,544115759872,3,2.5510204081632653
80,36286235128,3,2.4596774193548385
80,544768785584,3,2.380952380952381
80,35753244214,3,2.3333333333333335
80,549378588703,3,2.1923076923076925
80,549882564050,3,2.12
80,549736062191,3,2.1176470588235294
81,549882564050,7,2.888888888888889
81,538585695146,7,2.8333333333333335
81,544016559367,7,2.6363636363636362
81,39539028043,7,2.323529411764706
81,545957998521,7,2.085714285714286
81,548547222435,7,1.9333333333333333
81,544115759872,7,1.88
81,544115359956,7,1.875
81,529338111966,7,1.875
81,546243180299,7,1.8333333333333333
83,549882564050,7,2.888888888888889
83,538585695146,7,2.8333333333333335
83,544016559367,7,2.6363636363636362
83,39539028043,7,2.323529411764706
83,545957998521,7,2.085714285714286
83,548547222435,7,1.9333333333333333
83,544115759872,7,1.88
83,544115359956,7,1.875
83,529338111966,7,1.875
83,546243180299,7,1.8333333333333333
84,549882564050,7,2.888888888888889
84,538585695146,7,2.8333333333333335
84,544016559367,7,2.6363636363636362
84,39539028043,7,2.323529411764706
84,545957998521,7,2.085714285714286
84,548547222435,7,1.9333333333333333
84,544115759872,7,1.88
84,544115359956,7,1.875
84,529338111966,7,1.875
84,546243180299,7,1.8333333333333333
85,549882564050,7,2.888888888888889
85,538585695146,7,2.8333333333333335
85,544016559367,7,2.6363636363636362
85,39539028043,7,2.323529411764706
85,545957998521,7,2.085714285714286
85,548547222435,7,1.9333333333333333
85,544115759872,7,1.88
85,529338111966,7,1.875
85,544115359956,7,1.875
85,549378588703,7,1.6774193548387097
86,549882564050,7,2.888888888888889
86,538585695146,7,2.8333333333333335
86,544016559367,7,2.6363636363636362
86,39539028043,7,2.323529411764706
86,545957998521,7,2.085714285714286
86,548547222435,7,1.9333333333333333
86,544115759872,7,1.88
86,544115359956,7,1.875
86,529338111966,7,1.875
86,546243180299,7,1.8333333333333333
87,549882564050,7,2.888888888888889
87,538585695146,7,2.8333333333333335
87,544016559367,7,2.6363636363636362
87,39539028043,7,2.323529411764706
87,545957998521,7,2.085714285714286
87,548547222435,7,1.9333333333333333
87,544115759872,7,1.88
87,544115359956,7,1.875
87,529338111966,7,1.875
87,546243180299,7,1.8333333333333333
89,544115359956,3,3.3636363636363638
89,537396783238,3,3.1511627906976742
89,39539028043,3,3.12
89,544115759872,3,2.5510204081632653
89,36286235128,3,2.4596774193548385
89,544768785584,3,2.380952380952381
89,35753244214,3,2.3333333333333335
89,549378588703,3,2.1923076923076925
89,549882564050,3,2.12
89,549736062191,3,2.1176470588235294
90,39539028043,0,3.4375
90,549378588703,0,2.75
90,544016559367,0,2.6666666666666665
90,545959606207,0,2.0
90,540520509637,0,2.0
90,544768785584,0,1.8571428571428572
90,549736062191,0,1.8333333333333333
90,550715341924,0,1.8
90,36286235128,0,1.7741935483870968
